title,channel_name,daily_rank,daily_movement,weekly_movement,snapshot_date,country,view_count,like_count,comment_count,description,thumbnail_url,video_id,channel_id,video_tags,kind,publish_date,langauge
Man Utd vs Man City Takeover Showdown...,S2G,15,0,35,2/10/2026,ZA,464854,21921,863,"Get your S2G Merch!
https://www.s2gshop.com

Email for Business Enquiries :-
S2G@velocetalent.gg

Subscribe to my Other Channels!
► @MoreS2G
► @EvenMoreS2G
► @S2GReacts

►Club Twitter - https://twitter.com/S2GFC

Follow me on Social Media!
►Twitch - https://www.twitch.tv/thereals2g
►Twitter - https://twitter.com/OfficialS2G
►Instagram - https://www.instagram.com/officials2g",https://i.ytimg.com/vi/ky1xjJAJA7I/mqdefault.jpg,ky1xjJAJA7I,UChR1Yn7YpVrnP-SbsWtjuBA,,youtube#video,2/7/2026 1:00,en
Isibaya Sikababa,Nkeshemba - Topic,16,0,34,2/10/2026,ZA,214221,2220,42,"Provided to YouTube by Ditto Music

Isibaya Sikababa · Nkeshemba

Ushaka

℗ Nkeshemba music

Released on: 2025-10-03

Arranger: Nkeshemba music
Background Vocals: Nkeshemba music
Producer: Nkeshemba music
Composer: Nkeshemba music

Auto-generated by YouTube.",https://i.ytimg.com/vi/1KC0gKgIelc/mqdefault.jpg,1KC0gKgIelc,UC1VTtIHbrp27uSDiGM9pTgw,"Nkeshemba, Ushaka, Isibaya Sikababa",youtube#video,2/2/2026 1:00,und
Project Hail Mary | Final Trailer,Amazon MGM Studios,17,-15,33,2/10/2026,ZA,5976982,45645,3401,"Believe in the Hail Mary. Watch the final trailer for Project Hail Mary — starring Academy Award® nominee Ryan Gosling and directed by Academy Award®-winning filmmakers Phil Lord & Christopher Miller. Only in theaters and IMAX 3.20.26.

Follow @ProjectHailMary on Social:
Instagram: https://www.instagram.com/projecthailmary/
TikTok: https://www.tiktok.com/@projecthailmary
X: https://x.com/projecthailmary
Facebook: https://www.facebook.com/ProjectHailMary

Project Hail Mary - Official Trailer - https://youtu.be/m08TxIsFTRI
Project Hail Mary | Official Trailer 2 - https://youtu.be/5VYsnngkS_U

#ProjectHailMary

About Amazon MGM Studios: Amazon MGM (Metro Goldwyn Mayer) is a leading entertainment company focused on the production and global distribution of film and television content across all platforms. The company owns one of the world’s deepest libraries of premium film and television content as well as the premium pay television network MGM+, which is available throughout the U.S. via cable, satellite, telco and digital distributors.  In addition, Amazon MGM has investments in numerous other television channels, digital platforms and interactive ventures and is producing premium short-form content for distribution. 

Connect with MGM Studios Online
Visit the MGM Studios WEBSITE: http://amazonmgmstudios.com/
Check out Amazon MGM on TIKTOK: https://www.tiktok.com/@amazonmgmstudios
Follow Amazon MGM Studios on INSTAGRAM: https://www.instagram.com/amazonmgmstudios/
Follow Amazon MGM Studios on TWITTER: https://twitter.com/amazonmgmstudio
Like Amazon MGM Studios on FACEBOOK: https://www.facebook.com/AmazonMGMStudios

Project Hail Mary | Final Trailer
https://www.youtube.com/@AmazonMGMStudios

#AmazonMGM #ProjectHailMary #RyanGosling",https://i.ytimg.com/vi/P0XN3-n-2Lo/mqdefault.jpg,P0XN3-n-2Lo,UCf5CjDJvsFvtVIhkfmKAwAA,"MGM, MGM Studios, Metro-Goldwyn- Mayer, Metro Pictures Corporations, Goldwyn Pictures, Louis B. Mayer Pictures, MGM Pictures, United Artists, Metro MGM/UA, Amazon MGM, Amazon MGM Studios, Amazon, Project Hail Mary, Phil Lord, Christopher Miller, Project Hail Mary 2026, Project Hail Mary Trailer, Trailer, Official Trailer, Ryan Gosling, Milana Vayntrub, Liz Kingsman, Sandra Huller, James Ortiz, James Wright, New Movies 2026, Project Hail Mary Final Trailer, Final Trailer",youtube#video,2/8/2026 1:00,en-US
Surviving 99 Years as a BLOOP in Minecraft!,Cash,18,-9,32,2/10/2026,ZA,710436,6308,927,"Instagram: https://www.instagram.com/cashmarcoyt/
Merch: https://cashandnico.com

#Minecraft #MinecraftMod #Cash #NicoAndCash",https://i.ytimg.com/vi/8P94COKek0w/mqdefault.jpg,8P94COKek0w,UC0eLBYhxW9HC0P9PXQ73mpQ,"Cash, Nico, Nico and Cash, Cash and Nico, Minecraft, Minecraft mod, family friendly, kid friendly, Surviving 99 Years as a BLOOP in Minecraft!",youtube#video,2/7/2026 1:00,en-US
Nanka Amaphoyisa,Bello B - Topic,19,0,31,2/10/2026,ZA,216297,5971,0,"Provided to YouTube by Virgin Music Group

Nanka Amaphoyisa · Bello B · Naked Souls DBN · Okhandashisa · Metro SA · Pcee · Chley

Nanka Amaphoyisa

℗ 2026 Mavimbela Media House

Released on: 2026-02-04

Lyricist: Sabelo Mkhize
Lyricist: Siphesihle Nomfundo Nkosi
Lyricist: Khulekani Nxumalo
Composer: Luyanda Khawula
Composer: Smangaliso Msomi
Composer: Mhlengi Mqocwa
Composer: Simangaliso Mqocwa
Composer: Samukelo Ngcobo

Auto-generated by YouTube.",https://i.ytimg.com/vi/M-Vs1GS50ow/mqdefault.jpg,M-Vs1GS50ow,UCa-eG_OX-YIOqPig7N-eSrw,"Bello B, Naked Souls DBN, Okhandashisa, Metro SA, Pcee, Chley, Nanka Amaphoyisa",youtube#video,2/3/2026 1:00,und
The Drama | Official Trailer HD | A24,A24,20,-6,30,2/10/2026,ZA,10070660,94597,3280,"From writer/director Kristoffer Borgli and starring Zendaya and Robert Pattinson. THE DRAMA – Save the date April 3.

RELEASE DATE: April 3
DIRECTOR: Kristoffer Borgli
CAST: Zendaya, Robert Pattinson

------

ABOUT A24:
The studio behind EVERYTHING EVERYWHERE ALL AT ONCE, UNCUT GEMS, MIDSOMMAR, MOONLIGHT, BEEF on Netflix, EUPHORIA on Max & more.

Coming Soon: The Moment, Pillion, How to Make a Killing, The Drama, Mother Mary & more

Subscribe to A24's NEWSLETTER:  http://bit.ly/A24signup
Sign up for A24 MEMBERSHIP: aaa24.com
Visit A24 WEBSITE: http://bit.ly/A24filmsdotcom
Like A24 on FACEBOOK: http://bit.ly/FBA24
Follow A24 on TWITTER: http://bit.ly/TweetA24
Follow A24 on INSTAGRAM: http://bit.ly/InstaA24",https://i.ytimg.com/vi/6zmKcUa4Xxk/mqdefault.jpg,6zmKcUa4Xxk,UCuPivVjnfNo4mb3Oog_frZg,"a24, a24 films, a24 trailers, independent films, trailer, HD, official, movie, film, a24 movies, oscar winner, academy award winner",youtube#video,2/3/2026 1:00,en
BETA SQUAD AMONG US: Low IQ Edition,NDL,21,-3,29,2/10/2026,ZA,1211215,36257,1892,"We may be the worst group of Among Us players ever.

Check Out My Sweets! https://shadesbyniko.com/ (AD)

NDL Clothing: https://shopndl.com/

Follow my Instagram- http://instagram.com/niko
Follow me on Twitter- https://twitter.com/NikoOmilana
Follow me on Facebook- https://www.facebook.com/Niko
MY SNAPCHAT: NikoOmilana

Business Email - Nikoenquiries@gmail.com",https://i.ytimg.com/vi/hk-OG8q_SDE/mqdefault.jpg,hk-OG8q_SDE,UC9K44RtwiROAwCpALm1wdyQ,,youtube#video,2/5/2026 1:00,en
Stance,Al Xapo - Topic,22,2,28,2/10/2026,ZA,199483,8366,102,"Provided to YouTube by The Orchard Enterprises

Stance · Al Xapo · Benzoo · Optimist Music ZA · Banele Mapulane

Stance

℗ 2026 HGA/LVRN Records (Love Renaissance)

Released on: 2026-02-06

Producer, Mixing Engineer, Mastering Engineer, Recording Engineer: Al Xapo
A And R Coordinator: Tunde Balogun
A And R Coordinator: Jairus ""JShep"" Sheppard
A And R Administrator: Bryce Lane

Auto-generated by YouTube.",https://i.ytimg.com/vi/91NGeXDL8bM/mqdefault.jpg,91NGeXDL8bM,UCxb0YiGn2_9VItWEjHWla9w,"Al Xapo, Benzoo, Optimist Music ZA, Banele Mapulane, Stance",youtube#video,2/5/2026 1:00,en
[Official Trailer] ONLY FRIENDS : DREAM ON,GMMTV OFFICIAL​​,23,27,27,2/10/2026,ZA,520728,52044,4536,"Romeo & Romeo ละครเวทีที่ถูกนำมาดัดแปลงจากวรรณกรรมสุดคลาสสิกอย่าง Romeo & Juliet โดยนักศึกษาชั้นปี 4 แจ็ค (เอิร์ท พิรพัฒน์) ที่อยากตีความใหม่ในบริบทของผู้ชายสองคนที่รักกัน โดยมี ดีน (มิกซ์ สหภาพ) นักแสดงคู่บุญของแจ็คควบตำแหน่งแฟนเก่าที่เพิ่งเลิกกันไปตอนปีสาม และ ราฟฟี่ (บูม ธราธร) เพื่อนร่วมคณะที่แอบชอบแจ็คตั้งแต่ปีหนึ่ง และ อาโนลด์ (จอส เวอาห์) หนุ่มหล่อเอกเต้นที่ ตั้ว (กวิน แคสกี้) รูมเมทของดีน แนะนำให้มาออดิชันเพื่อรับบทเป็น “โรมิโอ” ทั้งสองคน นอกจากนั้นยังมี โรม (อู๋ ธนบูรณ์) หนุ่มคารมดีเอกดนตรีมาร่วมทำละครเวทีเรื่องนี้ด้วย ติดตามเรื่องราวการทำละครเวทีของแก๊งเพื่อนมหาลัยพร้อมกับการทำตามความฝันที่ต้องใช้ใจใน  “Only Friends : Dream On” ทุกวันศุกร์ เวลา 20:30 น. ดูทีวี ช่องวัน31 |  ดูย้อนหลัง แอป oneD ที่เดียว เวลา 21:30 น. เริ่ม 27 กุมภาพันธ์นี้

กำกับซีรีส์ : ภิญญา จู่คำศรี

รายชื่อนักแสดง
เอิร์ท พิรพัฒน์ วัฒนเศรษสิริ  รับบท  แจ็ค
มิกซ์ สหภาพ วงศ์ราษฎร์  รับบท  ดีน
จอส เวอาห์ แสงเงิน  รับบท  อาโนลด์
กวิน แคสกี้  รับบท  ตั้ว
อู๋ ธนบูรณ์ เกียรตินิรันดร์  รับบท  โรม
บูม ธราธร จันทรวรกาญจน์  รับบท  ราฟฟี่   
สุดยอด พัฐสิฏ เพิ่มพูลสวัสดิ์  รับบท  ทิมมี่
นีโอ ตรัย นิ่มทวัฒน์  รับบท  บอสตัน
ฟลุ๊ค ณัฐนนท์ ทองแสง  รับบท  พีท
ป๊อด ศุภกร ศรีโพธิ์ทอง  รับบท  เกมเพลย์

ติดตามทุกความเคลื่อนไหวของ GMMTV ได้ที่
Facebook | https://www.facebook.com/GMMTVOFFICIAL
YouTube | https://www.youtube.com/GMMTV
YouTube | https://www.youtube.com/GMMTVRECORDS
Instagram | https://www.instagram.com/GMMTV
X | https://twitter.com/GMMTV
TikTok | https://www.tiktok.com/@gmmtvofficial
Weibo | https://www.weibo.com/u/6146914790
Threads | https://www.threads.net/@gmmtv
Website | https://www.gmm-tv.com 

ติดต่อโฆษณา 
คุณชนิดา วงศ์ธนาภักดี โทร 02-669-8330 
chanida.won@gmm-tv.com 

#OnlyFriendsDreamOn 
#GMMTV",https://i.ytimg.com/vi/EV10OIiZQ5E/mqdefault.jpg,EV10OIiZQ5E,UC8BzJM6_VbZTdiNLD4R1jxQ,"GMMTV, จีเอ็มเอ็ม ทีวี, GMM Grammy, ONLY FRIENDS, OnlyFriendsDreamOn, เอิร์ทมิกซ์, เอิร์ท พิรพัฒน์, มิกซ์ สหภาพ, จอสกวิน, จอส เวอาห์, กวิน แคสกี้, อู๋บูม, อู๋ ธนบูรณ์, บูม ธราธร, สุดยอด พัฐสิฏ, นีโอ ตรัย, ฟลุ๊ค ณัฐนนท์, ป๊อด ศุภกร",youtube#video,2/9/2026 1:00,en
"Every Time I Crash, The Engine Gets Bigger in GTA 5",SpeirsTheAmazingHD,24,13,26,2/10/2026,ZA,298607,3274,130,"In today’s video, every crash makes the ENGINE bigger.. which means more power, more speed, and way less control

Upgrade your day and follow
• Instagram - https://www.instagram.com/speirstheamazinghd
• Twitter - https://twitter.com/speirs_official
----------------------------------------------------------------
#gta5 #gtarp #speirstheamazinghd",https://i.ytimg.com/vi/Yc3cwE0GaJg/mqdefault.jpg,Yc3cwE0GaJg,UCAbdeLiTPdjk1X2TY_ZdLDw,,youtube#video,2/7/2026 1:00,en
Zwo's Prayer for the nation,ZWOTHE KEYS - Topic,25,1,25,2/10/2026,ZA,112076,4103,112,"Provided to YouTube by DistroKid

Zwo's Prayer for the nation · ZWOTHE KEYS · SUNO AI

Sunday Service(Healing Souls) P1

℗ 7991294 Records DK

Released on: 2026-02-01

Auto-generated by YouTube.",https://i.ytimg.com/vi/6qPvSWxxfsU/mqdefault.jpg,6qPvSWxxfsU,UC9HscKWm61_fmuN438aGFOg,"ZWOTHE KEYS, SUNO AI, Sunday Service(Healing Souls) P1, Zwo's Prayer for the nation",youtube#video,2/4/2026 1:00,en
Monarch: Legacy of Monsters — Season 2 Official Trailer | Apple TV,Apple TV,26,-9,24,2/10/2026,ZA,9005040,94686,4768,"Kong. Godzilla. Titan X. 

Monarch: Legacy of Monsters returns February 27 on Apple TV https://apple.co/_Monarch

Based on the Monsterverse from Legendary, this dramatic saga — spanning three generations — reveals buried secrets and the ways that epic, earth-shattering events can reverberate through our lives.

Subscribe to Apple TV’s YouTube channel: https://apple.co/AppleTVYouTube

Follow Apple TV:
Instagram: https://instagram.com/AppleTV
TikTok: https://tiktok.com/@AppleTV
Facebook: https://facebook.com/AppleTV
X: https://X.com/AppleTV
Giphy: https://giphy.com/AppleTV

More from Apple TV: https://apple.co/32qgOEJ

Apple TV is a streaming service with original stories from the most creative minds in TV and film. Watch now on the Apple TV app: https://apple.co/_AppleTVapp Subscription required for Apple TV

#Monarch #Trailer #AppleTV",https://i.ytimg.com/vi/ZgWrFoaisdk/mqdefault.jpg,ZgWrFoaisdk,UC1Myj674wRVXB9I4c6Hm5zA,"monarch, monarch legacy of monsters, monarch season 2, monarch season two, season 2, trailer, teaser, monarch trailer, trailer monarch, monarch legacy of monsters trailer, monarch legacy, monarch apple tv, godzilla, kong, king kong, monsterverse, godzilla x kong, kurt russell, wyatt russell, anna sawai, kiersey clemons, anders holm, ren watabe, mari yamamoto, joe tippett, elisa lasowski, monsterverse theory, godzilla king of the monsters, apple tv, apple app, apple original",youtube#video,2/3/2026 1:00,en
"Level 1 to Level 1,000,000 SONIC Car in GTA 5",Simply Chris,27,2,23,2/10/2026,ZA,627379,7472,22,"Eggman's Sonic Car is level 999,999. Can Sonic level his Sonic Car to 1,000,000 and surpass Eggman's Sonic Car.

Follow for even more epic adventures
Discord - https://discord.gg/cQaHT9a 
Instagram - https://www.instagram.com/thesimplychris/  
Twitter - https://twitter.com/TheSimplyChris 
Twitch - https://www.twitch.tv/thesimplychris/
----------------------------------------------------------------
Business inquiries: simplychrisofficial@gmail.com
----------------------------------------------------------------
#GTA5
#Sonic
#SimplyChris",https://i.ytimg.com/vi/uNdxS2W7nrU/mqdefault.jpg,uNdxS2W7nrU,UCuOnYE6km4LnKL_nPcgVa9A,"gaming, video game, gta 5, super sonic, gta v, sonic mod, gta 5 sonic mod, super sonic gta 5, simply chris, gta 5 mod, simple chris, gta, roleplay, gta rp, sonic, sonic the hedgehog, gta 5 super sonic, gta v jump, sonic the hedgehog mod, gta 5 space, super sonic mod, gta 5 but, sonic car, sonic cars, sonic car gta 5, upgrading sonic cars, $1 sonic car, $1000000 sonic car, $1 car gta 5, level 1000000 sonic car, level 1000000 sonic car gta 5",youtube#video,2/7/2026 1:00,en
Uthemba Lo! (feat. Siya Ntuli),Njabulo Langa - Topic,28,-6,-24,2/10/2026,ZA,421560,14139,1005,"Provided to YouTube by DistroKid

Uthemba Lo! (feat. Siya Ntuli) · Njabulo Langa · Siya Ntuli · Njabulo Langa · Vilane

Uthemba Lo! (feat. Siya Ntuli)

℗ 4079389 Records DK

Released on: 2026-01-27

Auto-generated by YouTube.",https://i.ytimg.com/vi/7vp3AXOzG-0/mqdefault.jpg,7vp3AXOzG-0,UCDw3-BhqmW_B4V1kGWhasSA,"Njabulo Langa, Siya Ntuli, Vilane, Uthemba Lo! (feat. Siya Ntuli)",youtube#video,1/29/2026 1:00,und
"The Adventures of Cliff Booth | Official Trailer (Brad Pitt, 2026)",Entertainment Tonight,29,-15,21,2/10/2026,ZA,746315,14181,954,"Brad Pitt brings back his 'Once Upon a Time in Hollywood Character' in 'The Adventures of Cliff Booth,' coming soon to Netflix. David Fincher directs the Quentin Tarantino-scripted follow-up to 2019's Oscar-winning hit.",https://i.ytimg.com/vi/ik0drfECnPo/mqdefault.jpg,ik0drfECnPo,UCdtXPiqI2cLorKaPrfpKc4g,"Netflix, Brad Pitt, Quentin Tarantino, Margot Robbie, Once Upon a Time In Hollywood",youtube#video,2/9/2026 1:00,en
ROBLOX SURVIVE LAVA FOR BRAINROTS!,Foltyn,30,-9,20,2/10/2026,ZA,1280547,16329,2824,"Today I survived lava for brainrots! Make sure you watch the whole video to find out what happens.

Merch: https://foltyn.shop/

Join this channel to get access to perks:
https://www.youtube.com/channel/UCRkuUgtDAL4XSU5jB40J_wA/join

--Socials--

Discord: https://discord.gg/hqwZhrkqRr

Roblox Group: https://www.roblox.com/groups/11775558/Foltyns-Family#!/about

Roblox Name: TheRealFoltyn

Insta: https://www.instagram.com/realfoltyn/

Twitter: https://twitter.com/Foltynnn

What is Roblox? ROBLOX is an online virtual playground and workshop, where kids of all ages can safely interact, create, have fun, and learn. It’s unique in that practically everything on ROBLOX is designed and constructed by members of the community. ROBLOX is designed for 13 to 18 year olds, but it is open to people of all ages. Each player starts by choosing an avatar and giving it an identity. They can then explore ROBLOX — interacting with others by chatting, playing games, or collaborating on creative projects. Each player is also given their own piece of undeveloped real estate along with a virtual toolbox with which to design and build anything — be it a navigable skyscraper, a working helicopter, a giant pinball machine, a multiplayer “Capture the Flag” game or some other, yet-to-be-dreamed-up creation. There is no cost for this first plot of virtual land. By participating and by building cool stuff, ROBLOX members can earn specialty badges as well as ROBLOX dollars (“Robux”). In turn, they can shop the online catalog to purchase avatar clothing and accessories as well as premium building materials, interactive components, and working mechanisms.

#Roblox #foltyn",https://i.ytimg.com/vi/AO3jzWFH954/mqdefault.jpg,AO3jzWFH954,UCRkuUgtDAL4XSU5jB40J_wA,"foltyn, foltyn roblox, roblox, roblox foltyn, foltyn family, funny, no swearing, foltyn family roblox, roblox foltyn family, blade ball, roblox blade ball, foltyn blade ball, survive lava for brainrots, survive lava, roblox survive lava for brainrots, roblox escape tsunami for brainrots, roblox brainrot, foltyn brainrot, foltyn and caylus playing roblox",youtube#video,2/7/2026 1:00,en-US
"Aymos (Ft. Miss Hilary , Blackmyth & Em-One) - Xigubu [Official Audio]",Aymos ,31,-3,19,2/10/2026,ZA,242085,10021,1013,"#Aymos #Xigubu #MissHilary #Blackmyth #EmOne
 
Official Audio For 'Xigubu' by Aymos featuring Miss Hilary , Blackmyth & Em-One. 

Produced by Em-One & Melo Soul.

Thanks for watching, please remember to like subscribe & share.

Connect with us on other platforms.

Facebook : Aymos Shili
Instagram : Aymos_ Shili 
TikTok : AymosShili
Twitter : Aymos_shili

Bookings: booking@djsproduction.co.za
Telephone: +27 72 911 4171 / +27 67 805 6778",https://i.ytimg.com/vi/W-YFxixEbKo/mqdefault.jpg,W-YFxixEbKo,UCOamBs6QSy1ExDweBBq8RDw,,youtube#video,2/5/2026 1:00,und
"Every Goal I Score, Ball Gets Weirder",Pazjor,32,-5,18,2/10/2026,ZA,307821,5843,339,"How weird can it get?

Want MORE videos? Check out @MorePazjor",https://i.ytimg.com/vi/LN62YHdg98g/mqdefault.jpg,LN62YHdg98g,UCL73W7Aj36lt-rKWE_th6Pg,"fc26, weird ball, every goal paz, goal paz, giant ball, spike ball paz, spike ball fifa, fifa, fifa paz, fifa world cup, world cup mods, mods fc, fc26 mods",youtube#video,2/7/2026 1:00,en
SO IT GOES,CHONDE STUDIOS - Topic,33,-3,1,2/10/2026,ZA,360263,8342,187,"Provided to YouTube by DistroKid

SO IT GOES · CHONDE STUDIOS · CHONDE STUDIOS · PRODUCER CHONDE

SO IT GOES

℗ 7206071 Records DK

Released on: 2026-01-29

Auto-generated by YouTube.",https://i.ytimg.com/vi/czhiEKP0VIQ/mqdefault.jpg,czhiEKP0VIQ,UC1YCfdkmt-ugPX5zeYk7mFw,"CHONDE STUDIOS, PRODUCER CHONDE, SO IT GOES",youtube#video,1/30/2026 1:00,en
JJ CAR.. No Way RACING - Sad Story - Maizen Minecraft Animation,MSToons,34,-9,12,2/10/2026,ZA,1748353,6076,65,"JJ CAR.. No Way RACING - Sad Story - Maizen Minecraft Animation

Thank you for viewing this series. There is still a lot of cool Minecraft animations!

More Mikey and JJ Minecraft Animations : https://www.youtube.com/playlist?list=PL55ba8kj_smUslrf82molZuE8auvFLq6G                            

#minecraft #minecraftanimations #animation #maizen",https://i.ytimg.com/vi/QhWlsnLX_b8/mqdefault.jpg,QhWlsnLX_b8,UCc2RL8jvY1rJPuCnJVsIQWw,"minecraft, animation, minecraft animation, maizen, jj, mikey, jj and mikey, maizen animation, maizen minecraft animation, jj and mikey minecraft animation, jj and mikey sad story, まいぜんシスターズ, マインクラフト, まいぜん, jj sister, strong jj, jj sister and jj",youtube#video,2/2/2026 1:00,en
PLG Chanty - That’s Why Ko Rata(O Waka) [ft. Skyy T.53 & Poobington] Produced by Maxxwell & Sparkzen,PLG Chanty,35,-3,15,2/10/2026,ZA,88833,2770,131,"PLG Chanty – That’s Why Ko Rata (O Waka) [feat. Skyy T.53 & Poobington] (Official Music Video)

Song produced by Maxxwell & Sparkzen

""That’s Why Ko Rata (O Waka)"" available at: https://orcd.co/thatswhykorata

Follow PLG Chanty:
Facebook: https://www.facebook.com/plgchanty
Instagram: https://www.instagram.com/plg_chanty
TikTok: https://www.tiktok.com/@plg.chanty

Credits

Executive Producer: @jsmash_sa
Directed By: @the_baddest_prod
1st AD: @mogau_pontsho_madisha
Shot By: motionxfilms
2nd Camera Operator: @bolostudios
Makeup Artist: @mello_madisha
Model: @amber.foko
Grip: @hypeog777
Lighting: @cozmo_1618
Online Editing: @the_baddest_prod
Location: @airportimperialguesthouse

©℗ 2025 PLG Chanty, exclusively distributed under Limp Flow (Pty) Ltd",https://i.ytimg.com/vi/bOGWKDjDQZk/mqdefault.jpg,bOGWKDjDQZk,UC1CeUe0qx3s9TykkHgk5XSA,"Lekompo, Limpopo, South Africa, PLG Chanty, Gauteng, Amapiano, Afrobeats, Africa, Poobington, Lekompo Music, Bolo House, Lekompo Hits, Dance Challenge, TikTok Sound, lekompo 2026, lekompo 2025, amapiano tiktok sound, lekompo dj mix, Lekompo Balcony Mix, Bolobedu, Mokopani",youtube#video,2/6/2026 1:00,en
"I Pretended to be a NOOB, Then used a 0.01% ULTRA BIKE (Roblox Bike Obby)",Techy Plays,36,9,14,2/10/2026,ZA,347593,5315,518,"Join My Roblox Group!
https://www.roblox.com/groups/33043362/The-Techy-ARMY#!/about

Socials: https://solo.to/techys

#Roblox",https://i.ytimg.com/vi/3prDl4Qk3JU/mqdefault.jpg,3prDl4Qk3JU,UCNDzLI-hyihpAx3zKtwhGZw,"roblox, brookhaven, funnyroblox, techyblox, techy, crazy fan girls, crazy fan girl, my crazy fan girls",youtube#video,2/8/2026 1:00,
Umjolo,Sqiniseko SqinQ - Topic,37,-3,13,2/10/2026,ZA,116800,5560,215,"Provided to YouTube by EMPIRE Distribution

Umjolo · Sqiniseko SqinQ · Naledi Aphiwe · Duncan

Umjolo

℗ 2026 Dangerflex Music Group / EMPIRE

Released on: 2026-02-06

Producer: DJ ALE
Producer: Minero
Composer: DJ ALE
Composer: Minero
Lyricist: Sqiniseko Mqadi
Lyricist: Aphiwe Naledi Myongwana
Lyricist: Duncan Sphamandla Mbambo
Lyricist: Sivambo France Sindimba
Lyricist: Minenhle Sandile Ngcobo

Auto-generated by YouTube.",https://i.ytimg.com/vi/BdBhO7B2cUA/mqdefault.jpg,BdBhO7B2cUA,UCc8WEYF5ryAWJIh65lcG1-Q,"Sqiniseko SqinQ, Naledi Aphiwe, Duncan, Umjolo",youtube#video,2/5/2026 1:00,ru
GTA 5 - The GREAT FIRE of Los Santos! (City Burning),Nought,38,9,12,2/10/2026,ZA,135428,4821,227,"The CITY is BURNING DOWN in GTA 5!! - For MORE Videos, LIKE & Subscribe! 🚀
💎 Become an AstroNought: https://www.youtube.com/user/NoughtPointFourLIVE/join
SUBSCRIBE & CLICK THE BELL!

👋  GET MY MERCH: https://noughtpointfourliveshop.com/

🎮 MORE VIDEOS:
GTA 5: https://www.youtube.com/watch?v=KoR00ODMtWY
Roblox: https://www.youtube.com/watch?v=abgn8Ke2984
Minecraft: https://www.youtube.com/watch?v=m8JSEI3_MS8
Among Us: https://www.youtube.com/watch?v=zYh9QHbE0tw
Random: https://www.youtube.com/watch?v=wd8epAPlIYA

🔥 FOLLOW ME
Twitter: https://twitter.com/noughtpointfour
Instagram: https://www.instagram.com/freddypye
Facebook: https://www.facebook.com/NoughtPointFourLIVE.Videos",https://i.ytimg.com/vi/uu9hT2yl88U/mqdefault.jpg,uu9hT2yl88U,UCSh__r5HS4Y1xBkccWnV0TA,"gta 5, gta v, gta 5 los santos, los santos, burn, burning, fire, city on fire, big fire, greatest fire, great fire, gta 5 fire, escape, gta v fire, nought, nought gta 5, gaming, gta 5 mods, gta v mods, flame, heat, disaster, fireman, firetruck, fire brigade",youtube#video,2/7/2026 1:00,en
Kale Gogolo (feat. Benzoo & Bob Mabena),Shaun Stylist - Topic,39,-3,-26,2/10/2026,ZA,337941,9852,0,"Provided to YouTube by EMPIRE Distribution

Kale Gogolo (feat. Benzoo & Bob Mabena) · Shaun Stylist · Scotts Maphuma · LastbornDiroba · Benzoo · Bob Mabena

Kale Gogolo (feat. Benzoo & Bob Mabena)

℗ 2026 Stylish Records / EMPIRE

Released on: 2026-01-30

Producer: LastbornDiroba
Composer: LastbornDiroba
Lyricist: Shaun Andile Naki
Lyricist: Mpho Lebajoa
Lyricist: Banele Mapulane
Lyricist: Realeboga Gontse Mahlangu

Auto-generated by YouTube.",https://i.ytimg.com/vi/t1mkQhDwhdQ/mqdefault.jpg,t1mkQhDwhdQ,UCXqW7JEXaxLTkjtYLhuGt4A,"Shaun Stylist, Scotts Maphuma, LastbornDiroba, Benzoo, Bob Mabena, Kale Gogolo (feat. Benzoo & Bob Mabena), Kale Gogolo",youtube#video,1/29/2026 1:00,en
WE PLAYED GTA 5 TRON...,TechyCrew,40,-22,10,2/10/2026,ZA,235177,3298,306,"Socials: https://solo.to/techys

#Techy #AmongUs #AmongUsMods",https://i.ytimg.com/vi/77P5uqDIYvc/mqdefault.jpg,77P5uqDIYvc,UCTU3m4rCUS-7qXuHK-j9Uqw,"Techy, TechyCrew, Among Us, Fortnite, Fortnite Creative, Roblox, Techy Roblox, Among Us Roles",youtube#video,2/8/2026 1:00,en
